,url,headline,details,date
6,https://www.reuters.com//article/uk-fact-check-cnn-did-not-report-trump-w/fact-check-cnn-did-not-report-that-trump-would-likely-get-a-second-term-in-office-weeks-after-declaring-biden-president-elect-idUSKBN28Q23S,Fact check: CNN did not report that Trump would likely get a second term in office weeks after declaring Biden President-elect,"Days before the Electoral College voted for president and vice president of the United States, social media users had been sharing posts claiming CNN reported that outgoing President Donald Trump “will likely get his second term.” Relying on a clip from the Fareed Zakaria GPS show that aired five weeks before election day, the claims misinterpret Zakaria’s explanation at the time of how Trump might theoretically stay in office without winning the popular vote in states (or, for Maine and Nebrask",16-12-2020
7,https://www.reuters.com//article/uk-factcheck-seasonal-flu/fact-check-covid-19-is-not-a-seasonal-flu-idUSKBN28Q1LC,Fact check: COVID-19 is not a seasonal flu,"In a social media post, commentator Katie Hopkins claimed that Australia developed a COVID-19 vaccine using HIV for “a seasonal flu”. While scientists did develop a vaccine for COVID-19 using a fragment of a human immunodeficiency virus (HIV) protein, the disease is not the same as the seasonal flu.",16-12-2020
8,https://www.reuters.com//article/uk-factcheck-abramovic-model/fact-check-model-in-photograph-with-lady-gaga-is-not-ryan-singleton-idUSKCN24F20I,Fact check: Model in photograph with Lady Gaga is not Ryan Singleton,"Update Dec. 15, 2020: Update includes statement from actor Phillip J. Lewis. Removes references to an “unidentified model”.",15-12-2020
9,https://www.reuters.com//article/uk-factcheck-satire-devil-anti-marijuana/fact-check-anti-marijuana-advert-that-warns-about-the-devils-lettuce-was-not-created-by-ad-council-idUSKBN28P2E3,Fact Check: Anti marijuana advert that warns about the ‘devil’s lettuce’ was not created by Ad Council,"Social media users have shared what appears to be an advertisement from the Ad Council that warns marijuana is the “leading cause of America’s youth joining satanic cults”. The advert, however, was neither created nor distributed by the Ad Council, an organization that creates not-for-profit ad campaigns as well as campaigns for government agencies (  https://www.adcouncil.org/  ).",15-12-2020
0,https://www.reuters.com//article/uk-factcheck-video-biden-microchip-agend/fact-check-video-doesnt-confirm-bidens-agenda-to-microchip-the-masses-idUSKBN28P2DF,Fact check: Video doesn’t confirm Biden’s ‘agenda to microchip the masses’,Social media users have been sharing a clip online of U.S. President-elect Joe Biden speaking about microchips and claiming it confirms an “agenda to microchip the masses.” This claim is false.,15-12-2020
1,https://www.reuters.com//article/uk-fact-check-fabricated-goebbels-quote/fact-check-no-proof-goebbels-said-let-me-control-the-media-and-i-will-turn-any-nation-into-a-herd-of-pigs-idUSKBN28P21X,Fact check: No proof Goebbels said: ‘Let me control the media and I will turn any nation into a herd of pigs’,"Posts recently flagged by Facebook in its efforts to combat misinformation attribute the quotation: “Let me control the media and I will turn any nation into a herd of pigs” to Joseph Goebbels, Minister of Propaganda for the Third Reich under Adolf Hitler. The Reuters Fact Check team could not find evidence to corroborate this claim, and Third Reich scholars say it is unlikely Goebbels said these words. ",15-12-2020
2,https://www.reuters.com//article/uk-factcheck-bells-palsy-photo/fact-check-photo-does-not-show-three-recipients-of-pfizers-covid-19-vaccine-that-developed-bells-palsy-idUSKBN28O2WD,Fact check: Photo does not show three recipients of Pfizer’s COVID-19 vaccine that developed Bell’s palsy,"A photo circulating on social media has been falsely labelled to claim it shows three out of the four recipients of the Pfizer COVID-19 vaccine that developed Bell’s palsy - a condition, temporary in most cases, of partial facial paralysis. This image, which appears to show some sort of paralysis caused by Bell’s palsy, has been circulating at least since 2019.",14-12-2020
3,https://www.reuters.com//article/uk-factcheck-live-video-facebook-imperso/fact-check-facebook-live-videos-impersonating-celebrities-money-giveaways-are-a-scam-idUSKBN28O2OA,Fact check: Facebook live videos impersonating celebrities’ money giveaways are a scam,Some Facebook pages are live streaming content from celebrities and impersonating them through fake accounts.  These live videos are a scam designed to get users to share personal or bank information.,14-12-2020
4,https://www.reuters.com//article/uk-factcheck-genocide/fact-check-pandemic-care-concerns-are-not-evidence-of-intent-to-destroy-groups-of-people-idUSKBN28O2LT,Fact check: Pandemic care concerns are not evidence of intent to destroy groups of people,"A video claiming that negative effects of the lockdown are evidence of genocide has been shared online. While there have been serious consequences of pandemic measures, they were not enacted to deliberately wipe out certain groups.",14-12-2020
5,https://www.reuters.com//article/uk-factcheck-nasa/fact-check-nasa-did-not-warn-that-there-will-be-no-sunlight-for-six-days-idUSKBN28O2LL,Fact check: NASA did not warn that there will be no sunlight for six days,An article alleging NASA announced that the earth will go dark for six days has been shared on Facebook. This is false: the story repeats old disinformation that has previously been debunked.,14-12-2020
6,https://www.reuters.com//article/uk-factcheck-dominion/fact-check-dominion-is-not-linked-to-antifa-or-venezuela-did-not-switch-u-s-2020-election-votes-in-virginia-and-was-not-subject-to-a-u-s-army-raid-in-germany-idUSKBN2861TB,"Fact check: Dominion is not linked to Antifa or Venezuela, did not switch U.S. 2020 election votes in Virginia and was not subject to a U.S. army raid in Germany","Update Dec. 14, 2020: Headline and verdict adjusted to better reflect the findings of this fact check.",14-12-2020
7,https://www.reuters.com//article/uk-factcheck-microchip-not-injected-covi/fact-check-covid-19-vaccine-labels-would-not-microchip-or-track-individuals-but-serve-logistical-purpose-idUSKBN28O1TM,"Fact check: COVID-19 vaccine labels would not microchip or track individuals, but serve logistical purpose","A video shared over 8,300 times on Facebook makes false claims about the optional microchip that could be contained within the syringes label of the eventual COVID-19 vaccine. The video alleges that the microchip “would give officials information on who has and has not been vaccinated” and “track the location of the patient”. These claims are false. ",14-12-2020
8,https://www.reuters.com//article/uk-factcheck-vaccination/fact-check-photograph-shows-genuine-recipient-of-new-covid-19-vaccine-idUSKBN28L2Q9,Fact check: Photograph shows genuine recipient of new COVID-19 vaccine,Social media posts have falsely claimed an image does not show a genuine recipient of the new COVID-19 vaccine.,11-12-2020
9,https://www.reuters.com//article/uk-factcheck-memoriam/fact-check-records-do-not-show-that-the-first-covid-19-vaccine-recipient-died-in-2008-idUSKBN28L18G,Fact check: Records do not show that the first COVID-19 vaccine recipient died in 2008,"Posts claiming to offer proof that 90-year-old Margaret Keenan, the first recipient of the COVID-19 vaccine in the UK, died in 2008 have been circulating online. This is false: the so-called “evidence” is a birthday memoriam that refers to another woman with the same name.",11-12-2020
0,https://www.reuters.com//article/uk-factcheck-australia-flu-shot-video/fact-check-queenslandpremierannastaciapalaszczuk-did-not-fake-getting-a-flu-shot-idUSKBN28L2B7,Fact check: Queensland premier Annastacia Palaszczuk did not fake getting a flu shot,"A video circulating on social media, shows Queensland premier Annastacia Palaszczuk apparently receiving a vaccine with a syringe that is covered with a cap. Some users allege the scene proves that Palaszczuk did not get the vaccine at all. The scene from April 2020 is missing context.  Full footage shows that Palaszczuk received her flu shot moments earlier, the clip shows a re-enactment of the scene, so photographers could capture the moment.  ",11-12-2020
1,https://www.reuters.com//article/uk-factcheck-covid19-vaccine-hiv-cancer/fact-check-posts-critical-of-fast-covid-19-vaccine-development-make-misleading-comparison-to-hiv-cancer-common-cold-idUSKBN28L2CF,"Fact check: Posts critical of fast COVID-19 vaccine development make misleading comparison to HIV, cancer, common cold","In the weeks after drug manufacturers Moderna, AstraZeneca, and Pfizer-BioNTech announced successful clinical trial results for their respective COVID-19 vaccine candidates, posts on social media implied they were unsafe by making misleading comparisons of the speed of COVID-19 vaccine development and ongoing efforts to find cures for HIV/AIDS, cancer and the common cold.",11-12-2020
2,https://www.reuters.com//article/uk-factcheck-vaccine-scotland/fact-check-comment-from-scotlands-sturgeon-about-vaccinating-the-elderly-appears-to-be-a-slip-of-the-tongue-idUSKBN28L1K6,Fact check: Comment from Scotland’s Sturgeon about vaccinating the elderly appears to be a slip of the tongue,"A video of Scottish First Minister Nicola Sturgeon, in which she appears to say older people will be prioritised to have the COVID-19 vaccine because they are most likely to die from it, has been shared on social media. In the context of Sturgeon’s past comments on the topic, this is clearly a slip of the tongue.",11-12-2020
